,State,Year,Quarter,Payments,Transaction_type,Transaction_count,Transaction_amount
1903,Madhya Pradesh,2018,2,Others,TOTAL,264797,243218603.31985626
1904,Madhya Pradesh,2018,3,Peer-to-peer payments,TOTAL,9988509,22057686208.544342
1905,Madhya Pradesh,2018,3,Recharge & bill payments,TOTAL,5733261,1367773856.6756551
1906,Madhya Pradesh,2018,3,Merchant payments,TOTAL,784995,465390819.59013355
1907,Madhya Pradesh,2018,3,Financial Services,TOTAL,359440,46120458.63885434
1908,Madhya Pradesh,2018,3,Others,TOTAL,260780,212770861.22341695
1909,Madhya Pradesh,2018,4,Peer-to-peer payments,TOTAL,11456555,30897348664.90544
1910,Madhya Pradesh,2018,4,Recharge & bill payments,TOTAL,7273502,1669345516.941368
1911,Madhya Pradesh,2018,4,Merchant payments,TOTAL,2056426,1036249753.9278035
1912,Madhya Pradesh,2018,4,Financial Services,TOTAL,313540,43367243.154430926
1913,Madhya Pradesh,2018,4,Others,TOTAL,297532,259296894.03827757
1914,Madhya Pradesh,2019,1,Peer-to-peer payments,TOTAL,23708825,44114206183.09186
1915,Madhya Pradesh,2019,1,Recharge & bill payments,TOTAL,9966905,2423593841.716142
1916,Madhya Pradesh,2019,1,Merchant payments,TOTAL,3018928,1263699222.3501081
1917,Madhya Pradesh,2019,1,Financial Services,TOTAL,290838,28901169.292499043
1918,Madhya Pradesh,2019,1,Others,TOTAL,315553,239879105.5972368
1919,Madhya Pradesh,2019,2,Peer-to-peer payments,TOTAL,20868744,61758841793.87666
1920,Madhya Pradesh,2019,2,Recharge & bill payments,TOTAL,12044969,3571897178.303101
1921,Madhya Pradesh,2019,2,Merchant payments,TOTAL,7331352,2671155681.449155
1922,Madhya Pradesh,2019,2,Financial Services,TOTAL,149197,18869661.513485767
1923,Madhya Pradesh,2019,2,Others,TOTAL,451751,313802065.4154737
1924,Madhya Pradesh,2019,3,Peer-to-peer payments,TOTAL,22631038,67648107703.0357
1925,Madhya Pradesh,2019,3,Merchant payments,TOTAL,17163551,5147459307.101742
1926,Madhya Pradesh,2019,3,Recharge & bill payments,TOTAL,13156616,4576521609.460834
1927,Madhya Pradesh,2019,3,Financial Services,TOTAL,192821,25654168.60092132
1928,Madhya Pradesh,2019,3,Others,TOTAL,466385,278578703.0441117
1929,Madhya Pradesh,2019,4,Peer-to-peer payments,TOTAL,32083162,92064471161.9892
1930,Madhya Pradesh,2019,4,Merchant payments,TOTAL,19447707,7304157801.612935
1931,Madhya Pradesh,2019,4,Recharge & bill payments,TOTAL,16081734,5104821720.999016
1932,Madhya Pradesh,2019,4,Financial Services,TOTAL,127116,24020060.932133198
1933,Madhya Pradesh,2019,4,Others,TOTAL,392270,190456045.32494444
1934,Madhya Pradesh,2020,1,Peer-to-peer payments,TOTAL,34540722,110325991607.38477
1935,Madhya Pradesh,2020,1,Merchant payments,TOTAL,24618074,9898242848.25793
1936,Madhya Pradesh,2020,1,Recharge & bill payments,TOTAL,19788516,6311610609.846225
1937,Madhya Pradesh,2020,1,Financial Services,TOTAL,68055,30645714.401902914
1938,Madhya Pradesh,2020,1,Others,TOTAL,351379,170790656.30339786
1939,Madhya Pradesh,2020,2,Peer-to-peer payments,TOTAL,34860958,128184693854.7977
1940,Madhya Pradesh,2020,2,Recharge & bill payments,TOTAL,27497528,8904067957.01212
1941,Madhya Pradesh,2020,2,Merchant payments,TOTAL,13685723,10666223053.634727
1942,Madhya Pradesh,2020,2,Financial Services,TOTAL,80988,62073621.44351514
1943,Madhya Pradesh,2020,2,Others,TOTAL,215376,104956802.17437972
1944,Madhya Pradesh,2020,3,Peer-to-peer payments,TOTAL,50871564,174978985034.2865
1945,Madhya Pradesh,2020,3,Merchant payments,TOTAL,31879804,20621273981.65966
1946,Madhya Pradesh,2020,3,Recharge & bill payments,TOTAL,25380467,9834190567.205517
1947,Madhya Pradesh,2020,3,Financial Services,TOTAL,131725,122971108.07060198
1948,Madhya Pradesh,2020,3,Others,TOTAL,316321,144259293.31583393
1949,Madhya Pradesh,2020,4,Peer-to-peer payments,TOTAL,67972167,235584201864.22342
1950,Madhya Pradesh,2020,4,Merchant payments,TOTAL,57707471,37315576877.14569
1951,Madhya Pradesh,2020,4,Recharge & bill payments,TOTAL,27335834,10977774483.325565
1952,Madhya Pradesh,2020,4,Financial Services,TOTAL,149532,132590450.07074244
1953,Madhya Pradesh,2020,4,Others,TOTAL,487537,264996097.6059612
1954,Madhya Pradesh,2021,1,Merchant payments,TOTAL,84812245,50098244499.50662
1955,Madhya Pradesh,2021,1,Peer-to-peer payments,TOTAL,84070625,279938170703.8171
1956,Madhya Pradesh,2021,1,Recharge & bill payments,TOTAL,32500681,13060914041.039404
1957,Madhya Pradesh,2021,1,Financial Services,TOTAL,169378,161838389.7954778
1958,Madhya Pradesh,2021,1,Others,TOTAL,445569,274786748.1299523
1959,Madhya Pradesh,2021,2,Peer-to-peer payments,TOTAL,99367521,348935762191.10486
1960,Madhya Pradesh,2021,2,Merchant payments,TOTAL,77113464,58839392449.9937
1961,Madhya Pradesh,2021,2,Recharge & bill payments,TOTAL,46118636,17230546398.848663
1962,Madhya Pradesh,2021,2,Financial Services,TOTAL,188726,177313389.66602695
1963,Madhya Pradesh,2021,2,Others,TOTAL,526333,317753606.01156956
1964,Madhya Pradesh,2021,3,Merchant payments,TOTAL,138433772,85885669792.43228
1965,Madhya Pradesh,2021,3,Peer-to-peer payments,TOTAL,127654821,398912712886.4574
1966,Madhya Pradesh,2021,3,Recharge & bill payments,TOTAL,44437315,19025346050.627724
1967,Madhya Pradesh,2021,3,Financial Services,TOTAL,174454,180366422.58245987
1968,Madhya Pradesh,2021,3,Others,TOTAL,742972,408508699.4365407
1969,Madhya Pradesh,2021,4,Merchant payments,TOTAL,197193842,126461098235.02324
1970,Madhya Pradesh,2021,4,Peer-to-peer payments,TOTAL,159649020,507118521843.3588
1971,Madhya Pradesh,2021,4,Recharge & bill payments,TOTAL,46220966,22492766779.156635
1972,Madhya Pradesh,2021,4,Financial Services,TOTAL,247925,246488171.37792647
1973,Madhya Pradesh,2021,4,Others,TOTAL,996331,568617375.5894115
1974,Madhya Pradesh,2022,1,Merchant payments,TOTAL,237691924,143310226696.7226
1975,Madhya Pradesh,2022,1,Peer-to-peer payments,TOTAL,185008444,578201697703.7521
1976,Madhya Pradesh,2022,1,Recharge & bill payments,TOTAL,48870314,25437774564.26215
1977,Madhya Pradesh,2022,1,Financial Services,TOTAL,222923,219927120.15944034
1978,Madhya Pradesh,2022,1,Others,TOTAL,909453,495513514.75128734
1979,Madhya Pradesh,2022,2,Merchant payments,TOTAL,287616385,174183397721.35938
1980,Madhya Pradesh,2022,2,Peer-to-peer payments,TOTAL,202093283,663180522499.3412
1981,Madhya Pradesh,2022,2,Recharge & bill payments,TOTAL,54318983,29125694281.81933
1982,Madhya Pradesh,2022,2,Financial Services,TOTAL,157672,153944499.74490312
1983,Madhya Pradesh,2022,2,Others,TOTAL,713506,381178326.32090586
1984,Madhya Pradesh,2022,3,Merchant payments,TOTAL,391105651,212445928287.3991
1985,Madhya Pradesh,2022,3,Peer-to-peer payments,TOTAL,267013695,780650402034.3962
1986,Madhya Pradesh,2022,3,Recharge & bill payments,TOTAL,72148870,39132574047.51802
1987,Madhya Pradesh,2022,3,Financial Services,TOTAL,240678,236981163.63162854
1988,Madhya Pradesh,2022,3,Others,TOTAL,750665,442608716.71893203
1989,Madhya Pradesh,2022,4,Merchant payments,TOTAL,492999084,272801597092.4764
1990,Madhya Pradesh,2022,4,Peer-to-peer payments,TOTAL,325467851,984255199293.6544
1991,Madhya Pradesh,2022,4,Recharge & bill payments,TOTAL,79289399,45143248068.81734
1992,Madhya Pradesh,2022,4,Financial Services,TOTAL,286931,278304972.64702964
1993,Madhya Pradesh,2022,4,Others,TOTAL,785003,521508120.7286146
1994,Maharashtra,2018,1,Recharge & bill payments,TOTAL,9670237,2283567431.223535
1995,Maharashtra,2018,1,Peer-to-peer payments,TOTAL,5227770,18283896464.750908
1996,Maharashtra,2018,1,Merchant payments,TOTAL,616779,576964070.7366859
1997,Maharashtra,2018,1,Financial Services,TOTAL,235051,60997258.060299724
1998,Maharashtra,2018,1,Others,TOTAL,637197,506188032.9539564
1999,Maharashtra,2018,2,Recharge & bill payments,TOTAL,12384216,3725800358.6814823
2000,Maharashtra,2018,2,Peer-to-peer payments,TOTAL,7772336,30782831245.6586
2001,Maharashtra,2018,2,Merchant payments,TOTAL,1306326,1226121649.4989598
2002,Maharashtra,2018,2,Financial Services,TOTAL,262875,85545909.43528841
2003,Maharashtra,2018,2,Others,TOTAL,559987,536758077.84638786
2004,Maharashtra,2018,3,Recharge & bill payments,TOTAL,14371791,4547486090.186737
2005,Maharashtra,2018,3,Peer-to-peer payments,TOTAL,13470065,45466534003.980484
2006,Maharashtra,2018,3,Merchant payments,TOTAL,2797204,1702220875.4343855
2007,Maharashtra,2018,3,Financial Services,TOTAL,234598,52348968.006728604
2008,Maharashtra,2018,3,Others,TOTAL,664880,492227795.6386977
2009,Maharashtra,2018,4,Peer-to-peer payments,TOTAL,20824667,68974011019.10294
2010,Maharashtra,2018,4,Recharge & bill payments,TOTAL,18071025,5860865070.470685
2011,Maharashtra,2018,4,Merchant payments,TOTAL,6047705,3985195742.2480145
2012,Maharashtra,2018,4,Financial Services,TOTAL,325121,77345546.53012432
2013,Maharashtra,2018,4,Others,TOTAL,821705,621519669.4818641
2014,Maharashtra,2019,1,Peer-to-peer payments,TOTAL,37360716,97373087988.08871
2015,Maharashtra,2019,1,Recharge & bill payments,TOTAL,24540041,8256500586.651282
2016,Maharashtra,2019,1,Merchant payments,TOTAL,12069119,5172594695.5318
2017,Maharashtra,2019,1,Financial Services,TOTAL,287569,49487746.20873056
2018,Maharashtra,2019,1,Others,TOTAL,821624,569019903.8604956
2019,Maharashtra,2019,2,Peer-to-peer payments,TOTAL,42546317,130558153687.9542
2020,Maharashtra,2019,2,Recharge & bill payments,TOTAL,29395661,12197234771.434273
2021,Maharashtra,2019,2,Merchant payments,TOTAL,27854042,9728561726.767143
2022,Maharashtra,2019,2,Financial Services,TOTAL,182840,45291636.10507481
2023,Maharashtra,2019,2,Others,TOTAL,1170993,765228265.7976472
2024,Maharashtra,2019,3,Peer-to-peer payments,TOTAL,57991699,165731686168.5575
2025,Maharashtra,2019,3,Merchant payments,TOTAL,54683738,17545729507.395977
2026,Maharashtra,2019,3,Recharge & bill payments,TOTAL,34309301,15471698543.739597
2027,Maharashtra,2019,3,Financial Services,TOTAL,231467,54108447.39407451
2028,Maharashtra,2019,3,Others,TOTAL,1519376,814284077.8637518
2029,Maharashtra,2019,4,Merchant payments,TOTAL,80127804,27209874138.487556
2030,Maharashtra,2019,4,Peer-to-peer payments,TOTAL,78795871,227268054757.21698
2031,Maharashtra,2019,4,Recharge & bill payments,TOTAL,40705998,17794666215.044445
2032,Maharashtra,2019,4,Financial Services,TOTAL,129755,49622863.824426055
2033,Maharashtra,2019,4,Others,TOTAL,1501192,672210824.9770112
2034,Maharashtra,2020,1,Merchant payments,TOTAL,100337738,35200130304.82776
2035,Maharashtra,2020,1,Peer-to-peer payments,TOTAL,87067410,262541205695.8384
2036,Maharashtra,2020,1,Recharge & bill payments,TOTAL,50199498,21603565070.425602
2037,Maharashtra,2020,1,Financial Services,TOTAL,123476,91363684.1276232
2038,Maharashtra,2020,1,Others,TOTAL,1215959,558931962.876125
2039,Maharashtra,2020,2,Peer-to-peer payments,TOTAL,74295930,239933338682.6934
2040,Maharashtra,2020,2,Recharge & bill payments,TOTAL,60856480,23112343247.416145
2041,Maharashtra,2020,2,Merchant payments,TOTAL,48965388,32859184582.219048
2042,Maharashtra,2020,2,Financial Services,TOTAL,206461,211733275.7829895
2043,Maharashtra,2020,2,Others,TOTAL,466502,242917371.3033281
2044,Maharashtra,2020,3,Peer-to-peer payments,TOTAL,108436214,351555554813.2122
2045,Maharashtra,2020,3,Merchant payments,TOTAL,100808237,60171102123.94888
2046,Maharashtra,2020,3,Recharge & bill payments,TOTAL,58082283,27915727882.59293
2047,Maharashtra,2020,3,Financial Services,TOTAL,325453,333669599.61883616
2048,Maharashtra,2020,3,Others,TOTAL,658737,331024593.0721529
2049,Maharashtra,2020,4,Merchant payments,TOTAL,189845640,103804638603.74611
2050,Maharashtra,2020,4,Peer-to-peer payments,TOTAL,151741840,485747881733.823
2051,Maharashtra,2020,4,Recharge & bill payments,TOTAL,64556682,31556917821.77767
2052,Maharashtra,2020,4,Financial Services,TOTAL,398409,418399992.5395771
2053,Maharashtra,2020,4,Others,TOTAL,1078433,627692680.4078207
2054,Maharashtra,2021,1,Merchant payments,TOTAL,253043309,129493046208.15726
2055,Maharashtra,2021,1,Peer-to-peer payments,TOTAL,187021609,599213284361.7993
2056,Maharashtra,2021,1,Recharge & bill payments,TOTAL,76389103,40057211827.15962
2057,Maharashtra,2021,1,Financial Services,TOTAL,439551,492900202.68315214
2058,Maharashtra,2021,1,Others,TOTAL,966668,630909553.4508264
2059,Maharashtra,2021,2,Merchant payments,TOTAL,247194293,150864465217.02304
2060,Maharashtra,2021,2,Peer-to-peer payments,TOTAL,228551961,719859665693.5271
2061,Maharashtra,2021,2,Recharge & bill payments,TOTAL,96271138,43154405548.44597
2062,Maharashtra,2021,2,Financial Services,TOTAL,504252,536780917.0359157
2063,Maharashtra,2021,2,Others,TOTAL,1094842,699738247.6695637
2064,Maharashtra,2021,3,Merchant payments,TOTAL,390051884,216701984638.98932
2065,Maharashtra,2021,3,Peer-to-peer payments,TOTAL,296951706,890860873379.5576
2066,Maharashtra,2021,3,Recharge & bill payments,TOTAL,103943973,50242023586.056046
2067,Maharashtra,2021,3,Financial Services,TOTAL,448646,579098938.658318
2068,Maharashtra,2021,3,Others,TOTAL,1477851,873324624.1826177
2069,Maharashtra,2021,4,Merchant payments,TOTAL,540351277,305512280091.4157
2070,Maharashtra,2021,4,Peer-to-peer payments,TOTAL,361865450,1109862480618.2227
2071,Maharashtra,2021,4,Recharge & bill payments,TOTAL,105990417,58087950922.43887
2072,Maharashtra,2021,4,Financial Services,TOTAL,606265,707102765.3058928
2073,Maharashtra,2021,4,Others,TOTAL,1918093,1188658731.1175365
2074,Maharashtra,2022,1,Merchant payments,TOTAL,646277671,340240479374.36835
2075,Maharashtra,2022,1,Peer-to-peer payments,TOTAL,411989717,1274889182430.209
2076,Maharashtra,2022,1,Recharge & bill payments,TOTAL,108896881,64507860103.55089
2077,Maharashtra,2022,1,Financial Services,TOTAL,583243,677612619.2786882
2078,Maharashtra,2022,1,Others,TOTAL,1758926,1084139453.7274752
2079,Maharashtra,2022,2,Merchant payments,TOTAL,810961772,428469294407.1603
2080,Maharashtra,2022,2,Peer-to-peer payments,TOTAL,470258043,1501201968773.8115
2081,Maharashtra,2022,2,Recharge & bill payments,TOTAL,124280427,75110969246.16316
2082,Maharashtra,2022,2,Financial Services,TOTAL,490152,559321829.4503716
2083,Maharashtra,2022,2,Others,TOTAL,1542719,930827919.303539
2084,Maharashtra,2022,3,Merchant payments,TOTAL,876618082,432250721734.13074
2085,Maharashtra,2022,3,Peer-to-peer payments,TOTAL,483481713,1434565548650.9136
2086,Maharashtra,2022,3,Recharge & bill payments,TOTAL,124545840,79360150487.36568
2087,Maharashtra,2022,3,Financial Services,TOTAL,521362,571583115.6687979
2088,Maharashtra,2022,3,Others,TOTAL,1222420,831183386.4681726
2089,Maharashtra,2022,4,Merchant payments,TOTAL,1025666187,502660888415.46185
2090,Maharashtra,2022,4,Peer-to-peer payments,TOTAL,535142126,1622619308526.9614
2091,Maharashtra,2022,4,Recharge & bill payments,TOTAL,126118544,83576414221.03232
2092,Maharashtra,2022,4,Financial Services,TOTAL,620124,699276779.1906543
2093,Maharashtra,2022,4,Others,TOTAL,1228291,914951674.4842072
2094,Manipur,2018,1,Recharge & bill payments,TOTAL,50212,6463184.554711691
2095,Manipur,2018,1,Peer-to-peer payments,TOTAL,26382,115495173.55796441
2096,Manipur,2018,1,Financial Services,TOTAL,2660,412579.53985461866
2097,Manipur,2018,1,Merchant payments,TOTAL,1614,3616475.6407912206
2098,Manipur,2018,1,Others,TOTAL,3201,2058760.6368871084
2099,Manipur,2018,2,Recharge & bill payments,TOTAL,77991,11541247.784420915
2100,Manipur,2018,2,Peer-to-peer payments,TOTAL,60365,232157389.7914803
2101,Manipur,2018,2,Financial Services,TOTAL,5992,1241901.2660397931
2102,Manipur,2018,2,Merchant payments,TOTAL,4041,5366759.827729835
2103,Manipur,2018,2,Others,TOTAL,3332,2902422.6498233806
2104,Manipur,2018,3,Peer-to-peer payments,TOTAL,95204,357768750.1845896
2105,Manipur,2018,3,Recharge & bill payments,TOTAL,81323,13912990.484925149
2106,Manipur,2018,3,Merchant payments,TOTAL,7396,9180953.977358334
2107,Manipur,2018,3,Financial Services,TOTAL,2577,333081.6368315
2108,Manipur,2018,3,Others,TOTAL,2758,2135468.510417797
2109,Manipur,2018,4,Recharge & bill payments,TOTAL,113507,18898063.282383174
2110,Manipur,2018,4,Peer-to-peer payments,TOTAL,104872,562009595.9601889
2111,Manipur,2018,4,Merchant payments,TOTAL,13333,20685433.28430717
2112,Manipur,2018,4,Financial Services,TOTAL,1452,307325.2437723951
2113,Manipur,2018,4,Others,TOTAL,2946,3783141.5353601985
2114,Manipur,2019,1,Peer-to-peer payments,TOTAL,127067,619919870.7455351
2115,Manipur,2019,1,Recharge & bill payments,TOTAL,120000,22106830.369149238
2116,Manipur,2019,1,Merchant payments,TOTAL,15190,14580183.380707521
2117,Manipur,2019,1,Financial Services,TOTAL,800,174777.17283837448
2118,Manipur,2019,1,Others,TOTAL,2352,3116398.755848917
2119,Manipur,2019,2,Peer-to-peer payments,TOTAL,120153,679785849.1398683
2120,Manipur,2019,2,Recharge & bill payments,TOTAL,116500,23573234.273060285
2121,Manipur,2019,2,Merchant payments,TOTAL,18044,15996651.145700552
2122,Manipur,2019,2,Financial Services,TOTAL,387,91955.01538259834
2123,Manipur,2019,2,Others,TOTAL,2341,3342252.5754885403
2124,Manipur,2019,3,Recharge & bill payments,TOTAL,180057,36634657.049143404
2125,Manipur,2019,3,Peer-to-peer payments,TOTAL,144965,803335616.6325192
2126,Manipur,2019,3,Merchant payments,TOTAL,17683,20490224.443041254
2127,Manipur,2019,3,Financial Services,TOTAL,358,367865.7884662621
2128,Manipur,2019,3,Others,TOTAL,1945,2723638.649764262
2129,Manipur,2019,4,Recharge & bill payments,TOTAL,212136,44202546.57396081
2130,Manipur,2019,4,Peer-to-peer payments,TOTAL,211927,1123258478.445069
2131,Manipur,2019,4,Merchant payments,TOTAL,23094,30486780.446382143
2132,Manipur,2019,4,Financial Services,TOTAL,548,240641.7657683481
2133,Manipur,2019,4,Others,TOTAL,1639,2709234.857456133
2134,Manipur,2020,1,Peer-to-peer payments,TOTAL,451733,2458093401.740467
2135,Manipur,2020,1,Recharge & bill payments,TOTAL,285234,62688260.379548095
2136,Manipur,2020,1,Merchant payments,TOTAL,78067,74202067.0664826
2137,Manipur,2020,1,Financial Services,TOTAL,622,354184.4660589617
2138,Manipur,2020,1,Others,TOTAL,3145,3252467.2243867153
2139,Manipur,2020,2,Peer-to-peer payments,TOTAL,533206,2980242535.075443
2140,Manipur,2020,2,Recharge & bill payments,TOTAL,450830,107589094.29890464
2141,Manipur,2020,2,Merchant payments,TOTAL,92110,106540409.29886684
2142,Manipur,2020,2,Financial Services,TOTAL,1676,1457570.8004862315
2143,Manipur,2020,2,Others,TOTAL,5246,3106603.331810386
2144,Manipur,2020,3,Peer-to-peer payments,TOTAL,774786,4301284799.331292
2145,Manipur,2020,3,Recharge & bill payments,TOTAL,464659,113190539.14969069
2146,Manipur,2020,3,Merchant payments,TOTAL,170653,195132026.6311202
2147,Manipur,2020,3,Financial Services,TOTAL,1878,1593035.944066228
2148,Manipur,2020,3,Others,TOTAL,8192,4775719.8143366445
2149,Manipur,2020,4,Peer-to-peer payments,TOTAL,892853,5172499337.530437
2150,Manipur,2020,4,Recharge & bill payments,TOTAL,436450,114202616.34869762
2151,Manipur,2020,4,Merchant payments,TOTAL,289050,307902115.38207734
2152,Manipur,2020,4,Financial Services,TOTAL,1806,2448402.9142817147
2153,Manipur,2020,4,Others,TOTAL,7693,5172086.283260544
2154,Manipur,2021,1,Peer-to-peer payments,TOTAL,1117829,6402367883.667423
2155,Manipur,2021,1,Recharge & bill payments,TOTAL,796590,223955812.58644393
2156,Manipur,2021,1,Merchant payments,TOTAL,377280,433297594.1352152
2157,Manipur,2021,1,Financial Services,TOTAL,3398,4385333.1754908115
2158,Manipur,2021,1,Others,TOTAL,8438,6280890.914669826
2159,Manipur,2021,2,Peer-to-peer payments,TOTAL,1372821,7041837917.785187
2160,Manipur,2021,2,Recharge & bill payments,TOTAL,1187952,305103750.5728581
2161,Manipur,2021,2,Merchant payments,TOTAL,510734,531484849.4914169
2162,Manipur,2021,2,Financial Services,TOTAL,4165,4256098.232237183
2163,Manipur,2021,2,Others,TOTAL,10603,7145346.314942012
2164,Manipur,2021,3,Peer-to-peer payments,TOTAL,1819423,9134806594.52819
2165,Manipur,2021,3,Recharge & bill payments,TOTAL,1368584,367664440.53237265
2166,Manipur,2021,3,Merchant payments,TOTAL,735707,889317377.086526
2167,Manipur,2021,3,Financial Services,TOTAL,3460,5625517.975461649
2168,Manipur,2021,3,Others,TOTAL,14222,9447098.78230339
2169,Manipur,2021,4,Peer-to-peer payments,TOTAL,2199970,10998828287.529043
2170,Manipur,2021,4,Recharge & bill payments,TOTAL,1451488,412791673.8037664
2171,Manipur,2021,4,Merchant payments,TOTAL,1013985,1229517397.4561875
2172,Manipur,2021,4,Financial Services,TOTAL,4671,5941100.580610943
2173,Manipur,2021,4,Others,TOTAL,17325,11393578.842227157
2174,Manipur,2022,1,Peer-to-peer payments,TOTAL,2517626,12169368063.4095
2175,Manipur,2022,1,Recharge & bill payments,TOTAL,1528476,469035958.34841275
2176,Manipur,2022,1,Merchant payments,TOTAL,1247205,1489604137.2090888
2177,Manipur,2022,1,Financial Services,TOTAL,4878,6057615.527015026
2178,Manipur,2022,1,Others,TOTAL,15494,10435303.87979853
2179,Manipur,2022,2,Peer-to-peer payments,TOTAL,2843426,12704512238.809605
2180,Manipur,2022,2,Merchant payments,TOTAL,1709547,1757831052.0706987
2181,Manipur,2022,2,Recharge & bill payments,TOTAL,1533778,448637966.718931
2182,Manipur,2022,2,Financial Services,TOTAL,4069,4753628.558008127
2183,Manipur,2022,2,Others,TOTAL,14812,7175748.992065379
2184,Manipur,2022,3,Peer-to-peer payments,TOTAL,3127266,12927705072.13747
2185,Manipur,2022,3,Merchant payments,TOTAL,1829741,2010460357.0881667
2186,Manipur,2022,3,Recharge & bill payments,TOTAL,1379911,432182393.84038734
2187,Manipur,2022,3,Financial Services,TOTAL,4524,4671353.405444902
2188,Manipur,2022,3,Others,TOTAL,11300,6411090.828254536
2189,Manipur,2022,4,Peer-to-peer payments,TOTAL,3259645,13133729481.472115
2190,Manipur,2022,4,Merchant payments,TOTAL,1828984,2074698993.4220653
2191,Manipur,2022,4,Recharge & bill payments,TOTAL,1325391,406031254.0798015
2192,Manipur,2022,4,Financial Services,TOTAL,4691,5754919.963910458
2193,Manipur,2022,4,Others,TOTAL,9959,5742049.403589871
2194,Meghalaya,2018,1,Recharge & bill payments,TOTAL,31857,6028476.149090356
2195,Meghalaya,2018,1,Peer-to-peer payments,TOTAL,13274,55943496.515886314
2196,Meghalaya,2018,1,Merchant payments,TOTAL,1605,2395888.4397623385
2197,Meghalaya,2018,1,Financial Services,TOTAL,532,144318.2545571151
2198,Meghalaya,2018,1,Others,TOTAL,2303,1738080.43060439
2199,Meghalaya,2018,2,Recharge & bill payments,TOTAL,42625,9657896.164724296
2200,Meghalaya,2018,2,Peer-to-peer payments,TOTAL,19894,101140464.66239843
2201,Meghalaya,2018,2,Merchant payments,TOTAL,2929,3663446.436220131
2202,Meghalaya,2018,2,Financial Services,TOTAL,592,580648.3434132106
2203,Meghalaya,2018,2,Others,TOTAL,1817,1962212.2350756058
2204,Meghalaya,2018,3,Recharge & bill payments,TOTAL,60625,14231601.453371253
2205,Meghalaya,2018,3,Peer-to-peer payments,TOTAL,40832,187460582.05754715
2206,Meghalaya,2018,3,Merchant payments,TOTAL,5802,5458930.689379572
2207,Meghalaya,2018,3,Financial Services,TOTAL,748,552674.5783359876
2208,Meghalaya,2018,3,Others,TOTAL,2283,2149872.755760235
2209,Meghalaya,2018,4,Recharge & bill payments,TOTAL,82962,18100891.637344178
2210,Meghalaya,2018,4,Peer-to-peer payments,TOTAL,58952,301941442.7059927
2211,Meghalaya,2018,4,Merchant payments,TOTAL,15768,14434314.193342488
2212,Meghalaya,2018,4,Financial Services,TOTAL,763,190875.18848979956
2213,Meghalaya,2018,4,Others,TOTAL,2687,2918155.2795046642
2214,Meghalaya,2019,1,Recharge & bill payments,TOTAL,98817,23006751.795504905
2215,Meghalaya,2019,1,Peer-to-peer payments,TOTAL,90694,358932132.1046898
2216,Meghalaya,2019,1,Merchant payments,TOTAL,16073,14297275.230527855
2217,Meghalaya,2019,1,Financial Services,TOTAL,659,62335.064750311045
2218,Meghalaya,2019,1,Others,TOTAL,2498,2738667.957962149
2219,Meghalaya,2019,2,Recharge & bill payments,TOTAL,108812,27248605.429233357
2220,Meghalaya,2019,2,Peer-to-peer payments,TOTAL,97407,446537199.17356837
2221,Meghalaya,2019,2,Merchant payments,TOTAL,22588,15600927.006629137
2222,Meghalaya,2019,2,Financial Services,TOTAL,460,106800.75308155928
2223,Meghalaya,2019,2,Others,TOTAL,3019,3437756.744766518
2224,Meghalaya,2019,3,Recharge & bill payments,TOTAL,155949,38916251.42165714
2225,Meghalaya,2019,3,Peer-to-peer payments,TOTAL,116168,546221812.6889315
2226,Meghalaya,2019,3,Merchant payments,TOTAL,31201,23461321.889810227
2227,Meghalaya,2019,3,Financial Services,TOTAL,421,584192.9488108774
2228,Meghalaya,2019,3,Others,TOTAL,2811,3035023.204323471
2229,Meghalaya,2019,4,Recharge & bill payments,TOTAL,175084,43611775.02621875
2230,Meghalaya,2019,4,Peer-to-peer payments,TOTAL,163734,670870023.4297696
2231,Meghalaya,2019,4,Merchant payments,TOTAL,24430,25344714.50557894
2232,Meghalaya,2019,4,Financial Services,TOTAL,382,124511.63613216748
2233,Meghalaya,2019,4,Others,TOTAL,2351,2485447.192519395
2234,Meghalaya,2020,1,Recharge & bill payments,TOTAL,226214,59666071.21530793
2235,Meghalaya,2020,1,Peer-to-peer payments,TOTAL,216022,1013733312.3935763
2236,Meghalaya,2020,1,Merchant payments,TOTAL,57245,44125206.34755945
2237,Meghalaya,2020,1,Financial Services,TOTAL,473,402779.89033132966
2238,Meghalaya,2020,1,Others,TOTAL,2329,2207471.061039081
2239,Meghalaya,2020,2,Recharge & bill payments,TOTAL,382662,100570200.25271696
2240,Meghalaya,2020,2,Peer-to-peer payments,TOTAL,202270,998750895.9111593
2241,Meghalaya,2020,2,Merchant payments,TOTAL,46014,48980521.41595118
2242,Meghalaya,2020,2,Financial Services,TOTAL,1186,2944583.114737345
2243,Meghalaya,2020,2,Others,TOTAL,3263,2488953.643832149
2244,Meghalaya,2020,3,Recharge & bill payments,TOTAL,342484,97662913.13408674
2245,Meghalaya,2020,3,Peer-to-peer payments,TOTAL,194448,1065012681.7126106
2246,Meghalaya,2020,3,Merchant payments,TOTAL,55595,67511647.1349487
2247,Meghalaya,2020,3,Financial Services,TOTAL,1587,4049966.8133478058
2248,Meghalaya,2020,3,Others,TOTAL,3465,2821792.5880408054
2249,Meghalaya,2020,4,Recharge & bill payments,TOTAL,350006,102794647.7641504
2250,Meghalaya,2020,4,Peer-to-peer payments,TOTAL,286252,1579858348.0670543
