,State,Year,Quarter,Payments,Transaction_type,Transaction_count,Transaction_amount
2251,Meghalaya,2020,4,Merchant payments,TOTAL,111471,115136797.58942303
2252,Meghalaya,2020,4,Financial Services,TOTAL,1809,2774557.112070617
2253,Meghalaya,2020,4,Others,TOTAL,4470,3678221.666272167
2254,Meghalaya,2021,1,Peer-to-peer payments,TOTAL,326993,1794745857.3188953
2255,Meghalaya,2021,1,Recharge & bill payments,TOTAL,306634,106098525.65614726
2256,Meghalaya,2021,1,Merchant payments,TOTAL,108805,147747773.01896822
2257,Meghalaya,2021,1,Financial Services,TOTAL,1777,3981898.0457751974
2258,Meghalaya,2021,1,Others,TOTAL,3437,2941223.950049905
2259,Meghalaya,2021,2,Recharge & bill payments,TOTAL,389959,129031455.7077258
2260,Meghalaya,2021,2,Peer-to-peer payments,TOTAL,366411,1885041503.7970467
2261,Meghalaya,2021,2,Merchant payments,TOTAL,147406,173894963.00439677
2262,Meghalaya,2021,2,Financial Services,TOTAL,1766,2306496.854595862
2263,Meghalaya,2021,2,Others,TOTAL,4052,3342835.5268340455
2264,Meghalaya,2021,3,Peer-to-peer payments,TOTAL,473274,2348008593.21644
2265,Meghalaya,2021,3,Recharge & bill payments,TOTAL,418429,144363692.75220004
2266,Meghalaya,2021,3,Merchant payments,TOTAL,199427,270311210.8907223
2267,Meghalaya,2021,3,Financial Services,TOTAL,1556,2379067.1150075165
2268,Meghalaya,2021,3,Others,TOTAL,5045,3937887.553600684
2269,Meghalaya,2021,4,Peer-to-peer payments,TOTAL,669693,3233210261.728197
2270,Meghalaya,2021,4,Recharge & bill payments,TOTAL,447310,165277548.45940137
2271,Meghalaya,2021,4,Merchant payments,TOTAL,314445,442464385.0377933
2272,Meghalaya,2021,4,Financial Services,TOTAL,1989,2464327.9242311358
2273,Meghalaya,2021,4,Others,TOTAL,6756,5348877.036531466
2274,Meghalaya,2022,1,Peer-to-peer payments,TOTAL,801009,3899172008.7001157
2275,Meghalaya,2022,1,Recharge & bill payments,TOTAL,459530,192026788.60457045
2276,Meghalaya,2022,1,Merchant payments,TOTAL,405859,563004043.9315958
2277,Meghalaya,2022,1,Financial Services,TOTAL,2134,3019251.8598936894
2278,Meghalaya,2022,1,Others,TOTAL,6218,5116238.235718384
2279,Meghalaya,2022,2,Peer-to-peer payments,TOTAL,977816,4359000096.157877
2280,Meghalaya,2022,2,Merchant payments,TOTAL,591364,714995836.5962032
2281,Meghalaya,2022,2,Recharge & bill payments,TOTAL,467745,200896879.69103926
2282,Meghalaya,2022,2,Financial Services,TOTAL,1880,2406087.095158501
2283,Meghalaya,2022,2,Others,TOTAL,5844,4192522.344518611
2284,Meghalaya,2022,3,Peer-to-peer payments,TOTAL,2050942,7796315453.507147
2285,Meghalaya,2022,3,Merchant payments,TOTAL,1486098,1468318733.1353962
2286,Meghalaya,2022,3,Recharge & bill payments,TOTAL,810017,330230375.9276109
2287,Meghalaya,2022,3,Financial Services,TOTAL,3504,3106775.3857113793
2288,Meghalaya,2022,3,Others,TOTAL,8604,5329459.165683068
2289,Meghalaya,2022,4,Peer-to-peer payments,TOTAL,1901671,7328913724.3339405
2290,Meghalaya,2022,4,Merchant payments,TOTAL,1334431,1381013596.832624
2291,Meghalaya,2022,4,Recharge & bill payments,TOTAL,685678,278377945.43169147
2292,Meghalaya,2022,4,Financial Services,TOTAL,3544,3564357.119764914
2293,Meghalaya,2022,4,Others,TOTAL,7124,4671532.630633753
2294,Mizoram,2018,1,Recharge & bill payments,TOTAL,10155,2199565.258913744
2295,Mizoram,2018,1,Peer-to-peer payments,TOTAL,6845,41186717.278001666
2296,Mizoram,2018,1,Merchant payments,TOTAL,616,1066002.1670622267
2297,Mizoram,2018,1,Financial Services,TOTAL,260,65022.49896840689
2298,Mizoram,2018,1,Others,TOTAL,685,709912.772844791
2299,Mizoram,2018,2,Recharge & bill payments,TOTAL,13550,3107406.501616686
2300,Mizoram,2018,2,Peer-to-peer payments,TOTAL,11427,77040044.25291511
2301,Mizoram,2018,2,Merchant payments,TOTAL,1310,2368711.975892641
2302,Mizoram,2018,2,Financial Services,TOTAL,167,60939.77304627103
2303,Mizoram,2018,2,Others,TOTAL,597,931303.0542636234
2304,Mizoram,2018,3,Peer-to-peer payments,TOTAL,18564,108783543.9098094
2305,Mizoram,2018,3,Recharge & bill payments,TOTAL,17610,4050433.5962071815
2306,Mizoram,2018,3,Merchant payments,TOTAL,2310,2952533.8004545765
2307,Mizoram,2018,3,Financial Services,TOTAL,240,43891.23943201654
2308,Mizoram,2018,3,Others,TOTAL,592,770335.5794872268
2309,Mizoram,2018,4,Peer-to-peer payments,TOTAL,26212,177049162.13058332
2310,Mizoram,2018,4,Recharge & bill payments,TOTAL,24533,5523702.976434887
2311,Mizoram,2018,4,Merchant payments,TOTAL,3699,6911586.608122997
2312,Mizoram,2018,4,Financial Services,TOTAL,145,35654.18337878893
2313,Mizoram,2018,4,Others,TOTAL,653,906746.6310095722
2314,Mizoram,2019,1,Peer-to-peer payments,TOTAL,35126,204183867.4116538
2315,Mizoram,2019,1,Recharge & bill payments,TOTAL,30327,6760113.704148788
2316,Mizoram,2019,1,Merchant payments,TOTAL,3984,6470456.031897823
2317,Mizoram,2019,1,Financial Services,TOTAL,133,33512.39606736117
2318,Mizoram,2019,1,Others,TOTAL,736,712945.8536347556
2319,Mizoram,2019,2,Peer-to-peer payments,TOTAL,37364,233471780.00357005
2320,Mizoram,2019,2,Recharge & bill payments,TOTAL,31903,7823562.397702506
2321,Mizoram,2019,2,Merchant payments,TOTAL,5646,5889316.861228463
2322,Mizoram,2019,2,Financial Services,TOTAL,80,14455.380988399309
2323,Mizoram,2019,2,Others,TOTAL,678,817593.4915248882
2324,Mizoram,2019,3,Recharge & bill payments,TOTAL,49073,12966806.696277115
2325,Mizoram,2019,3,Peer-to-peer payments,TOTAL,42645,257538220.22775066
2326,Mizoram,2019,3,Merchant payments,TOTAL,5560,7397529.021326996
2327,Mizoram,2019,3,Financial Services,TOTAL,94,72985.31151294889
2328,Mizoram,2019,3,Others,TOTAL,722,818358.6944744462
2329,Mizoram,2019,4,Recharge & bill payments,TOTAL,60511,16857122.3073061
2330,Mizoram,2019,4,Peer-to-peer payments,TOTAL,57109,341664291.4936854
2331,Mizoram,2019,4,Merchant payments,TOTAL,6939,9451111.139352825
2332,Mizoram,2019,4,Financial Services,TOTAL,100,20966.3333050078
2333,Mizoram,2019,4,Others,TOTAL,580,695859.360839114
2334,Mizoram,2020,1,Recharge & bill payments,TOTAL,85067,24356294.58523286
2335,Mizoram,2020,1,Peer-to-peer payments,TOTAL,57916,356260523.23262954
2336,Mizoram,2020,1,Merchant payments,TOTAL,9961,10404414.592504771
2337,Mizoram,2020,1,Financial Services,TOTAL,119,283854.3188381147
2338,Mizoram,2020,1,Others,TOTAL,546,772492.6204317764
2339,Mizoram,2020,2,Recharge & bill payments,TOTAL,127592,37504550.77732091
2340,Mizoram,2020,2,Peer-to-peer payments,TOTAL,60021,404110075.0863959
2341,Mizoram,2020,2,Merchant payments,TOTAL,10056,14627463.664270937
2342,Mizoram,2020,2,Financial Services,TOTAL,244,434960.2799078573
2343,Mizoram,2020,2,Others,TOTAL,549,516383.63442262856
2344,Mizoram,2020,3,Recharge & bill payments,TOTAL,132664,40941077.032856956
2345,Mizoram,2020,3,Peer-to-peer payments,TOTAL,99644,634560147.3506901
2346,Mizoram,2020,3,Merchant payments,TOTAL,20934,30693648.236451425
2347,Mizoram,2020,3,Financial Services,TOTAL,535,824864.513127287
2348,Mizoram,2020,3,Others,TOTAL,926,924438.3714747172
2349,Mizoram,2020,4,Peer-to-peer payments,TOTAL,141038,887252744.067668
2350,Mizoram,2020,4,Recharge & bill payments,TOTAL,140297,45386403.17281592
2351,Mizoram,2020,4,Merchant payments,TOTAL,39676,52094800.565094605
2352,Mizoram,2020,4,Financial Services,TOTAL,607,855201.5881157237
2353,Mizoram,2020,4,Others,TOTAL,989,932966.3002634952
2354,Mizoram,2021,1,Peer-to-peer payments,TOTAL,156386,982955112.1892779
2355,Mizoram,2021,1,Recharge & bill payments,TOTAL,128055,45558278.22323953
2356,Mizoram,2021,1,Merchant payments,TOTAL,43511,70289687.94622748
2357,Mizoram,2021,1,Financial Services,TOTAL,648,1330632.9787811027
2358,Mizoram,2021,1,Others,TOTAL,975,971875.6084117102
2359,Mizoram,2021,2,Peer-to-peer payments,TOTAL,173064,995581952.903405
2360,Mizoram,2021,2,Recharge & bill payments,TOTAL,161763,56059844.239659324
2361,Mizoram,2021,2,Merchant payments,TOTAL,57877,69528721.40156102
2362,Mizoram,2021,2,Financial Services,TOTAL,611,710657.5065644829
2363,Mizoram,2021,2,Others,TOTAL,1025,993297.250902934
2364,Mizoram,2021,3,Peer-to-peer payments,TOTAL,224873,1290523196.259221
2365,Mizoram,2021,3,Recharge & bill payments,TOTAL,177281,67493206.62394348
2366,Mizoram,2021,3,Merchant payments,TOTAL,74553,113697005.89820999
2367,Mizoram,2021,3,Financial Services,TOTAL,522,806905.9729422838
2368,Mizoram,2021,3,Others,TOTAL,1300,1228335.4576346257
2369,Mizoram,2021,4,Peer-to-peer payments,TOTAL,272209,1545255603.4119103
2370,Mizoram,2021,4,Recharge & bill payments,TOTAL,179405,67548806.84754582
2371,Mizoram,2021,4,Merchant payments,TOTAL,99265,154183940.72826496
2372,Mizoram,2021,4,Financial Services,TOTAL,695,2202285.707728365
2373,Mizoram,2021,4,Others,TOTAL,1755,1475104.827591939
2374,Mizoram,2022,1,Peer-to-peer payments,TOTAL,302740,1691281089.989316
2375,Mizoram,2022,1,Recharge & bill payments,TOTAL,190137,76541062.33691595
2376,Mizoram,2022,1,Merchant payments,TOTAL,109669,174157725.41469872
2377,Mizoram,2022,1,Financial Services,TOTAL,731,1657575.282816791
2378,Mizoram,2022,1,Others,TOTAL,1640,1521510.587498479
2379,Mizoram,2022,2,Peer-to-peer payments,TOTAL,332102,1739114390.3016624
2380,Mizoram,2022,2,Recharge & bill payments,TOTAL,172281,70775723.34635986
2381,Mizoram,2022,2,Merchant payments,TOTAL,137279,191484723.76839563
2382,Mizoram,2022,2,Financial Services,TOTAL,656,801633.2114598342
2383,Mizoram,2022,2,Others,TOTAL,1659,1010096.4810587188
2384,Mizoram,2022,3,Peer-to-peer payments,TOTAL,349715,1665955694.9848173
2385,Mizoram,2022,3,Recharge & bill payments,TOTAL,156874,68463689.80469275
2386,Mizoram,2022,3,Merchant payments,TOTAL,150320,209934220.28326848
2387,Mizoram,2022,3,Financial Services,TOTAL,802,880187.5512756812
2388,Mizoram,2022,3,Others,TOTAL,1327,1031819.4438998674
2389,Mizoram,2022,4,Peer-to-peer payments,TOTAL,378295,1750113148.3068104
2390,Mizoram,2022,4,Merchant payments,TOTAL,164389,222455759.17733783
2391,Mizoram,2022,4,Recharge & bill payments,TOTAL,148573,63477925.042983845
2392,Mizoram,2022,4,Financial Services,TOTAL,932,949850.198945797
2393,Mizoram,2022,4,Others,TOTAL,1585,914402.5369417528
2394,Nagaland,2018,1,Recharge & bill payments,TOTAL,28198,5361675.549623315
2395,Nagaland,2018,1,Peer-to-peer payments,TOTAL,11631,69830122.02063876
2396,Nagaland,2018,1,Merchant payments,TOTAL,822,1170667.4151649117
2397,Nagaland,2018,1,Financial Services,TOTAL,399,299016.7345620737
2398,Nagaland,2018,1,Others,TOTAL,1795,1344409.3661360394
2399,Nagaland,2018,2,Recharge & bill payments,TOTAL,41959,9139467.703980098
2400,Nagaland,2018,2,Peer-to-peer payments,TOTAL,20099,140193107.69683594
2401,Nagaland,2018,2,Merchant payments,TOTAL,1529,2293935.490835924
2402,Nagaland,2018,2,Financial Services,TOTAL,379,153458.5231626137
2403,Nagaland,2018,2,Others,TOTAL,1633,1545608.465487119
2404,Nagaland,2018,3,Recharge & bill payments,TOTAL,54885,12664922.724117381
2405,Nagaland,2018,3,Peer-to-peer payments,TOTAL,33930,223964723.15160483
2406,Nagaland,2018,3,Merchant payments,TOTAL,3518,3631042.2777308393
2407,Nagaland,2018,3,Financial Services,TOTAL,460,125171.61850935029
2408,Nagaland,2018,3,Others,TOTAL,1578,1406883.1646908007
2409,Nagaland,2018,4,Recharge & bill payments,TOTAL,72881,16615511.42043031
2410,Nagaland,2018,4,Peer-to-peer payments,TOTAL,53723,358926253.43094724
2411,Nagaland,2018,4,Merchant payments,TOTAL,10350,10500634.794542974
2412,Nagaland,2018,4,Financial Services,TOTAL,587,216127.40846239947
2413,Nagaland,2018,4,Others,TOTAL,1792,1754940.4912408509
2414,Nagaland,2019,1,Recharge & bill payments,TOTAL,87596,20020458.076388802
2415,Nagaland,2019,1,Peer-to-peer payments,TOTAL,71642,411855878.2498224
2416,Nagaland,2019,1,Merchant payments,TOTAL,7306,8187940.322092213
2417,Nagaland,2019,1,Financial Services,TOTAL,430,101072.89773317604
2418,Nagaland,2019,1,Others,TOTAL,1605,1776362.8662935253
2419,Nagaland,2019,2,Recharge & bill payments,TOTAL,92492,21350211.07781426
2420,Nagaland,2019,2,Peer-to-peer payments,TOTAL,81065,487705354.46570444
2421,Nagaland,2019,2,Merchant payments,TOTAL,12949,8990954.079767609
2422,Nagaland,2019,2,Financial Services,TOTAL,286,129758.00259777348
2423,Nagaland,2019,2,Others,TOTAL,1961,1890404.5326202572
2424,Nagaland,2019,3,Recharge & bill payments,TOTAL,145812,33293527.93210053
2425,Nagaland,2019,3,Peer-to-peer payments,TOTAL,100736,601803135.4703114
2426,Nagaland,2019,3,Merchant payments,TOTAL,13031,13381591.199777838
2427,Nagaland,2019,3,Financial Services,TOTAL,210,229319.84921986386
2428,Nagaland,2019,3,Others,TOTAL,2089,2248897.2620018576
2429,Nagaland,2019,4,Recharge & bill payments,TOTAL,172761,39720745.597670965
2430,Nagaland,2019,4,Peer-to-peer payments,TOTAL,128674,777298578.6127516
2431,Nagaland,2019,4,Merchant payments,TOTAL,13578,15460907.228900284
2432,Nagaland,2019,4,Financial Services,TOTAL,499,283291.7740842187
2433,Nagaland,2019,4,Others,TOTAL,1658,1773615.1353679793
2434,Nagaland,2020,1,Recharge & bill payments,TOTAL,221741,53662023.32016543
2435,Nagaland,2020,1,Peer-to-peer payments,TOTAL,135966,821508819.5893908
2436,Nagaland,2020,1,Merchant payments,TOTAL,18249,17663339.36989499
2437,Nagaland,2020,1,Financial Services,TOTAL,528,215066.78349539996
2438,Nagaland,2020,1,Others,TOTAL,1567,1730779.6714233835
2439,Nagaland,2020,2,Recharge & bill payments,TOTAL,328269,85264116.11779374
2440,Nagaland,2020,2,Peer-to-peer payments,TOTAL,166866,1025000209.9574311
2441,Nagaland,2020,2,Merchant payments,TOTAL,20004,25214703.910237495
2442,Nagaland,2020,2,Financial Services,TOTAL,860,989239.9671938312
2443,Nagaland,2020,2,Others,TOTAL,1567,1206234.3951445608
2444,Nagaland,2020,3,Recharge & bill payments,TOTAL,347494,91214897.18744522
2445,Nagaland,2020,3,Peer-to-peer payments,TOTAL,330638,1851638119.539822
2446,Nagaland,2020,3,Merchant payments,TOTAL,51912,62568884.13216571
2447,Nagaland,2020,3,Financial Services,TOTAL,2544,2136903.0242114514
2448,Nagaland,2020,3,Others,TOTAL,3731,2090339.2711506593
2449,Nagaland,2020,4,Peer-to-peer payments,TOTAL,417393,2563827858.0487146
2450,Nagaland,2020,4,Recharge & bill payments,TOTAL,335297,91929581.87730268
2451,Nagaland,2020,4,Merchant payments,TOTAL,90496,113115660.17405558
2452,Nagaland,2020,4,Financial Services,TOTAL,1068,1017278.309874404
2453,Nagaland,2020,4,Others,TOTAL,3571,3194492.1527384534
2454,Nagaland,2021,1,Peer-to-peer payments,TOTAL,477346,2841021698.4844904
2455,Nagaland,2021,1,Recharge & bill payments,TOTAL,376473,110095189.5931618
2456,Nagaland,2021,1,Merchant payments,TOTAL,116846,151202427.14605337
2457,Nagaland,2021,1,Financial Services,TOTAL,1511,1929643.694251965
2458,Nagaland,2021,1,Others,TOTAL,3721,3201525.695241506
2459,Nagaland,2021,2,Peer-to-peer payments,TOTAL,526966,2847731457.571479
2460,Nagaland,2021,2,Recharge & bill payments,TOTAL,453979,126962524.74536937
2461,Nagaland,2021,2,Merchant payments,TOTAL,144413,176831583.13676447
2462,Nagaland,2021,2,Financial Services,TOTAL,1624,1785915.6371230448
2463,Nagaland,2021,2,Others,TOTAL,3809,2982482.691132756
2464,Nagaland,2021,3,Peer-to-peer payments,TOTAL,667633,3536780176.7792263
2465,Nagaland,2021,3,Recharge & bill payments,TOTAL,474693,141172028.23897478
2466,Nagaland,2021,3,Merchant payments,TOTAL,208387,304493279.8158357
2467,Nagaland,2021,3,Financial Services,TOTAL,1437,1634878.888862805
2468,Nagaland,2021,3,Others,TOTAL,4642,3336484.2825483214
2469,Nagaland,2021,4,Peer-to-peer payments,TOTAL,819452,4335295237.9809065
2470,Nagaland,2021,4,Recharge & bill payments,TOTAL,492411,154359432.07659015
2471,Nagaland,2021,4,Merchant payments,TOTAL,311673,442578210.0882374
2472,Nagaland,2021,4,Financial Services,TOTAL,1790,2263055.5218537706
2473,Nagaland,2021,4,Others,TOTAL,6157,4587848.468888722
2474,Nagaland,2022,1,Peer-to-peer payments,TOTAL,963378,4798355631.574022
2475,Nagaland,2022,1,Recharge & bill payments,TOTAL,529038,175942440.62210858
2476,Nagaland,2022,1,Merchant payments,TOTAL,425336,563650239.9471383
2477,Nagaland,2022,1,Financial Services,TOTAL,2022,2503998.824974763
2478,Nagaland,2022,1,Others,TOTAL,6178,4499397.927512417
2479,Nagaland,2022,2,Peer-to-peer payments,TOTAL,1032542,4933041257.229492
2480,Nagaland,2022,2,Merchant payments,TOTAL,513456,640665988.1540827
2481,Nagaland,2022,2,Recharge & bill payments,TOTAL,479322,162238616.41478142
2482,Nagaland,2022,2,Financial Services,TOTAL,1547,1519503.219426635
2483,Nagaland,2022,2,Others,TOTAL,4462,2819984.0024981033
2484,Nagaland,2022,3,Peer-to-peer payments,TOTAL,990896,4568905305.863961
2485,Nagaland,2022,3,Merchant payments,TOTAL,467257,642368278.6360128
2486,Nagaland,2022,3,Recharge & bill payments,TOTAL,430854,148324294.67210707
2487,Nagaland,2022,3,Financial Services,TOTAL,1479,2345498.6025009975
2488,Nagaland,2022,3,Others,TOTAL,3627,2457117.2762476145
2489,Nagaland,2022,4,Peer-to-peer payments,TOTAL,1314122,5888068476.789
2490,Nagaland,2022,4,Merchant payments,TOTAL,647805,906834415.4525998
2491,Nagaland,2022,4,Recharge & bill payments,TOTAL,508230,170028535.796474
2492,Nagaland,2022,4,Financial Services,TOTAL,2104,1909585.0695077945
2493,Nagaland,2022,4,Others,TOTAL,3944,3125371.2064643847
2494,Odisha,2018,1,Recharge & bill payments,TOTAL,2874109,331254466.1508661
2495,Odisha,2018,1,Peer-to-peer payments,TOTAL,2305610,4033548999.1932316
2496,Odisha,2018,1,Financial Services,TOTAL,323352,58099674.94576137
2497,Odisha,2018,1,Merchant payments,TOTAL,129659,112301341.66618621
2498,Odisha,2018,1,Others,TOTAL,177091,92427728.93143727
2499,Odisha,2018,2,Peer-to-peer payments,TOTAL,3989202,7621288195.565702
2500,Odisha,2018,2,Recharge & bill payments,TOTAL,3307545,482823290.3527084
2501,Odisha,2018,2,Financial Services,TOTAL,472304,67829259.91787937
2502,Odisha,2018,2,Merchant payments,TOTAL,257628,213530873.3537121
2503,Odisha,2018,2,Others,TOTAL,131465,102838720.42969128
2504,Odisha,2018,3,Peer-to-peer payments,TOTAL,24472139,22029087498.562176
2505,Odisha,2018,3,Recharge & bill payments,TOTAL,3886392,605721781.5285043
2506,Odisha,2018,3,Financial Services,TOTAL,836547,97292154.49117658
2507,Odisha,2018,3,Merchant payments,TOTAL,729995,275532813.41930753
2508,Odisha,2018,3,Others,TOTAL,127082,86881527.58366849
2509,Odisha,2018,4,Peer-to-peer payments,TOTAL,12285028,21804268077.596016
2510,Odisha,2018,4,Recharge & bill payments,TOTAL,5142124,773017649.5916129
2511,Odisha,2018,4,Merchant payments,TOTAL,3061813,682181415.8729985
2512,Odisha,2018,4,Financial Services,TOTAL,495495,55534399.30905172
2513,Odisha,2018,4,Others,TOTAL,158338,114868029.19162312
2514,Odisha,2019,1,Peer-to-peer payments,TOTAL,24117274,33342321630.613514
2515,Odisha,2019,1,Recharge & bill payments,TOTAL,6713747,1120730273.3482153
2516,Odisha,2019,1,Merchant payments,TOTAL,2690762,821493664.580642
2517,Odisha,2019,1,Financial Services,TOTAL,375910,34542738.889085874
2518,Odisha,2019,1,Others,TOTAL,134249,108039623.26819064
2519,Odisha,2019,2,Peer-to-peer payments,TOTAL,16455353,41423292021.956635
2520,Odisha,2019,2,Recharge & bill payments,TOTAL,7845252,1506620072.6624596
2521,Odisha,2019,2,Merchant payments,TOTAL,4827067,1664621261.2600245
2522,Odisha,2019,2,Financial Services,TOTAL,202705,20424212.30787918
2523,Odisha,2019,2,Others,TOTAL,181647,139897303.4868461
2524,Odisha,2019,3,Peer-to-peer payments,TOTAL,18490877,51447586885.48035
2525,Odisha,2019,3,Merchant payments,TOTAL,13984738,3895753253.334454
2526,Odisha,2019,3,Recharge & bill payments,TOTAL,8565917,1806123698.4609375
2527,Odisha,2019,3,Financial Services,TOTAL,195034,31079934.758642014
2528,Odisha,2019,3,Others,TOTAL,185706,124033587.18883926
2529,Odisha,2019,4,Peer-to-peer payments,TOTAL,43284477,72966050937.29504
2530,Odisha,2019,4,Recharge & bill payments,TOTAL,10629461,2290841668.304525
2531,Odisha,2019,4,Merchant payments,TOTAL,10601703,4395710870.154251
2532,Odisha,2019,4,Financial Services,TOTAL,323887,38782542.04589868
2533,Odisha,2019,4,Others,TOTAL,156105,77987614.2508337
