,State,Year,Quarter,District,Reg_Users,App_Opens
10650,Rajasthan,2022,1,churu district,565326,60875548
10651,Rajasthan,2022,1,jaipur district,5133527,100209038
10652,Rajasthan,2022,1,baran district,274308,31164272
10653,Rajasthan,2022,1,bhilwara district,871188,88473755
10654,Rajasthan,2022,1,banswara district,189997,25933196
10655,Rajasthan,2022,1,dungarpur district,171907,19525390
10656,Rajasthan,2022,1,tonk district,429840,49977776
10657,Rajasthan,2022,1,jodhpur district,1370206,183816156
10658,Rajasthan,2022,1,karauli district,330492,24699924
10659,Rajasthan,2022,1,udaipur district,816476,66660064
10660,Rajasthan,2022,1,dausa district,578443,20187376
10661,Rajasthan,2022,1,nagaur district,901819,133495392
10662,Rajasthan,2022,1,bharatpur district,713425,20913302
10663,Rajasthan,2022,1,barmer district,642913,231774454
10664,Rajasthan,2022,1,ajmer district,947827,74534651
10665,Rajasthan,2022,1,chittorgarh district,465868,47033572
10666,Rajasthan,2022,1,hanumangarh district,393659,223563976
10667,Rajasthan,2022,1,pratapgarh district,125125,26261142
10668,Rajasthan,2022,1,sawai madhopur district,412482,28303144
10669,Rajasthan,2022,1,jalore district,392559,54718054
10670,Rajasthan,2022,1,bikaner district,737226,183107441
10671,Rajasthan,2022,1,sikar district,1017503,53601274
10672,Rajasthan,2022,1,dholpur district,211933,14633724
10673,Rajasthan,2022,1,sirohi district,260674,23786718
10674,Rajasthan,2022,1,rajsamand district,284734,32199404
10675,Rajasthan,2022,1,jaisalmer district,231261,120379969
10676,Rajasthan,2022,1,bundi district,289557,31495159
10677,Rajasthan,2022,1,jhalawar district,330563,40658233
10678,Rajasthan,2022,1,alwar district,1570711,50622585
10679,Rajasthan,2022,1,kota district,882916,30096178
10680,Rajasthan,2022,1,jhunjhunu district,752608,33280479
10681,Rajasthan,2022,2,pali district,584657,77005278
10682,Rajasthan,2022,2,ganganagar district,578145,421950406
10683,Rajasthan,2022,2,churu district,598254,64146292
10684,Rajasthan,2022,2,jaipur district,5409763,95957044
10685,Rajasthan,2022,2,baran district,290456,32432236
10686,Rajasthan,2022,2,bhilwara district,921021,90944545
10687,Rajasthan,2022,2,banswara district,200791,31207171
10688,Rajasthan,2022,2,dungarpur district,182055,22714718
10689,Rajasthan,2022,2,tonk district,455010,50484749
10690,Rajasthan,2022,2,jodhpur district,1444490,190957063
10691,Rajasthan,2022,2,karauli district,350206,22434237
10692,Rajasthan,2022,2,udaipur district,862053,75628048
10693,Rajasthan,2022,2,dausa district,611894,20588468
10694,Rajasthan,2022,2,nagaur district,952752,151946783
10695,Rajasthan,2022,2,bharatpur district,755997,22132942
10696,Rajasthan,2022,2,barmer district,680437,251676740
10697,Rajasthan,2022,2,ajmer district,998746,80278864
10698,Rajasthan,2022,2,chittorgarh district,493379,53085761
10699,Rajasthan,2022,2,hanumangarh district,415870,252744084
10700,Rajasthan,2022,2,pratapgarh district,132722,29088449
10701,Rajasthan,2022,2,sawai madhopur district,436961,28512199
10702,Rajasthan,2022,2,jalore district,415385,61989441
10703,Rajasthan,2022,2,bikaner district,778380,192250235
10704,Rajasthan,2022,2,sikar district,1074986,56239659
10705,Rajasthan,2022,2,dholpur district,224585,16130121
10706,Rajasthan,2022,2,sirohi district,275294,26815784
10707,Rajasthan,2022,2,rajsamand district,301070,38062175
10708,Rajasthan,2022,2,jaisalmer district,244234,123477036
10709,Rajasthan,2022,2,bundi district,306807,34122615
10710,Rajasthan,2022,2,jhalawar district,350492,39762250
10711,Rajasthan,2022,2,alwar district,1661785,49318462
10712,Rajasthan,2022,2,kota district,931689,33065934
10713,Rajasthan,2022,2,jhunjhunu district,795815,34285158
10714,Rajasthan,2022,3,pali district,614763,86663578
10715,Rajasthan,2022,3,ganganagar district,609264,497587120
10716,Rajasthan,2022,3,churu district,630859,93965925
10717,Rajasthan,2022,3,jaipur district,5696726,97515005
10718,Rajasthan,2022,3,baran district,306488,35782521
10719,Rajasthan,2022,3,bhilwara district,971352,111039026
10720,Rajasthan,2022,3,banswara district,211215,35678679
10721,Rajasthan,2022,3,dungarpur district,191535,24648975
10722,Rajasthan,2022,3,tonk district,479568,54127045
10723,Rajasthan,2022,3,jodhpur district,1517702,254120726
10724,Rajasthan,2022,3,karauli district,370379,27073093
10725,Rajasthan,2022,3,udaipur district,908034,80374530
10726,Rajasthan,2022,3,dausa district,646611,19935199
10727,Rajasthan,2022,3,nagaur district,1001401,186521136
10728,Rajasthan,2022,3,bharatpur district,799601,23295084
10729,Rajasthan,2022,3,barmer district,714466,287879403
10730,Rajasthan,2022,3,ajmer district,1050146,99619646
10731,Rajasthan,2022,3,chittorgarh district,520793,62711300
10732,Rajasthan,2022,3,hanumangarh district,438430,303886660
10733,Rajasthan,2022,3,pratapgarh district,140123,32602291
10734,Rajasthan,2022,3,sawai madhopur district,461840,32215728
10735,Rajasthan,2022,3,jalore district,436182,67230900
10736,Rajasthan,2022,3,bikaner district,819523,250765934
10737,Rajasthan,2022,3,sikar district,1133443,61228825
10738,Rajasthan,2022,3,dholpur district,237489,19098756
10739,Rajasthan,2022,3,sirohi district,289792,29876298
10740,Rajasthan,2022,3,rajsamand district,317247,43640347
10741,Rajasthan,2022,3,jaisalmer district,256162,163060522
10742,Rajasthan,2022,3,bundi district,324032,38644499
10743,Rajasthan,2022,3,jhalawar district,370638,49646877
10744,Rajasthan,2022,3,alwar district,1755844,56486270
10745,Rajasthan,2022,3,kota district,982248,34674075
10746,Rajasthan,2022,3,jhunjhunu district,839052,38191893
10747,Rajasthan,2022,4,pali district,641377,37823446
10748,Rajasthan,2022,4,ganganagar district,639140,41572688
10749,Rajasthan,2022,4,churu district,659182,34536777
10750,Rajasthan,2022,4,jaipur district,5975863,302929885
10751,Rajasthan,2022,4,baran district,320431,17042993
10752,Rajasthan,2022,4,bhilwara district,1017032,71900538
10753,Rajasthan,2022,4,banswara district,220126,13983897
10754,Rajasthan,2022,4,dungarpur district,199320,10652699
10755,Rajasthan,2022,4,tonk district,501573,29169650
10756,Rajasthan,2022,4,jodhpur district,1583620,94660470
10757,Rajasthan,2022,4,karauli district,388010,19877087
10758,Rajasthan,2022,4,udaipur district,949767,57456129
10759,Rajasthan,2022,4,dausa district,678693,33124667
10760,Rajasthan,2022,4,nagaur district,1043562,66793982
10761,Rajasthan,2022,4,bharatpur district,839280,31088388
10762,Rajasthan,2022,4,barmer district,742793,59090917
10763,Rajasthan,2022,4,ajmer district,1097266,73340646
10764,Rajasthan,2022,4,chittorgarh district,544856,36614779
10765,Rajasthan,2022,4,hanumangarh district,459397,29067836
10766,Rajasthan,2022,4,pratapgarh district,146311,10020826
10767,Rajasthan,2022,4,sawai madhopur district,484318,24244979
10768,Rajasthan,2022,4,jalore district,454009,26134282
10769,Rajasthan,2022,4,bikaner district,856385,51898443
10770,Rajasthan,2022,4,sikar district,1185927,64102564
10771,Rajasthan,2022,4,dholpur district,249028,13787272
10772,Rajasthan,2022,4,sirohi district,302852,16427206
10773,Rajasthan,2022,4,rajsamand district,331406,24301610
10774,Rajasthan,2022,4,jaisalmer district,266118,23450979
10775,Rajasthan,2022,4,bundi district,339186,19235443
10776,Rajasthan,2022,4,jhalawar district,387978,23347051
10777,Rajasthan,2022,4,alwar district,1843138,86723515
10778,Rajasthan,2022,4,kota district,1031196,51410929
10779,Rajasthan,2022,4,jhunjhunu district,876787,41612351
10780,Sikkim,2018,1,south district,3679,0
10781,Sikkim,2018,1,west district,2048,0
10782,Sikkim,2018,1,east district,12749,0
10783,Sikkim,2018,1,north district,1575,0
10784,Sikkim,2018,2,south district,5147,0
10785,Sikkim,2018,2,west district,2868,0
10786,Sikkim,2018,2,east district,17767,0
10787,Sikkim,2018,2,north district,2315,0
10788,Sikkim,2018,3,south district,6943,0
10789,Sikkim,2018,3,west district,4042,0
10790,Sikkim,2018,3,east district,23460,0
10791,Sikkim,2018,3,north district,3192,0
10792,Sikkim,2018,4,south district,8992,0
10793,Sikkim,2018,4,west district,5328,0
10794,Sikkim,2018,4,east district,29948,0
10795,Sikkim,2018,4,north district,4270,0
10796,Sikkim,2019,1,south district,11031,0
10797,Sikkim,2019,1,west district,6479,0
10798,Sikkim,2019,1,east district,36124,0
10799,Sikkim,2019,1,north district,5322,0
10800,Sikkim,2019,2,south district,13547,77140
10801,Sikkim,2019,2,west district,8064,46084
10802,Sikkim,2019,2,east district,43048,238494
10803,Sikkim,2019,2,north district,6340,36802
10804,Sikkim,2019,3,south district,16016,280590
10805,Sikkim,2019,3,west district,9481,144701
10806,Sikkim,2019,3,east district,49404,754830
10807,Sikkim,2019,3,north district,7227,136683
10808,Sikkim,2019,4,south district,18461,329447
10809,Sikkim,2019,4,west district,11078,178799
10810,Sikkim,2019,4,east district,55340,889132
10811,Sikkim,2019,4,north district,8093,154626
10812,Sikkim,2020,1,south district,21043,363778
10813,Sikkim,2020,1,west district,12746,206588
10814,Sikkim,2020,1,east district,61820,973818
10815,Sikkim,2020,1,north district,9022,152979
10816,Sikkim,2020,2,south district,24768,391248
10817,Sikkim,2020,2,west district,15082,272075
10818,Sikkim,2020,2,east district,69829,1057180
10819,Sikkim,2020,2,north district,10242,191832
10820,Sikkim,2020,3,south district,28038,435098
10821,Sikkim,2020,3,west district,17400,289152
10822,Sikkim,2020,3,east district,78018,1205412
10823,Sikkim,2020,3,north district,11317,226808
10824,Sikkim,2020,4,south district,31055,487764
10825,Sikkim,2020,4,west district,19217,307094
10826,Sikkim,2020,4,east district,85770,1393562
10827,Sikkim,2020,4,north district,12501,290250
10828,Sikkim,2021,1,south district,33490,549002
10829,Sikkim,2021,1,west district,20769,329949
10830,Sikkim,2021,1,east district,92502,1635704
10831,Sikkim,2021,1,north district,13452,280676
10832,Sikkim,2021,2,south district,35900,967570
10833,Sikkim,2021,2,west district,22352,824607
10834,Sikkim,2021,2,east district,99077,1747714
10835,Sikkim,2021,2,north district,14411,1001230
10836,Sikkim,2021,3,south district,38616,1144641
10837,Sikkim,2021,3,west district,24132,1053092
10838,Sikkim,2021,3,east district,106352,2217368
10839,Sikkim,2021,3,north district,15593,1299464
10840,Sikkim,2021,4,south district,41311,1156897
10841,Sikkim,2021,4,west district,25834,686418
10842,Sikkim,2021,4,east district,113537,3108229
10843,Sikkim,2021,4,north district,16725,574008
10844,Sikkim,2022,1,south district,43881,2776181
10845,Sikkim,2022,1,west district,27594,3049668
10846,Sikkim,2022,1,east district,120360,3384215
10847,Sikkim,2022,1,north district,17781,3230129
10848,Sikkim,2022,2,south district,46351,3490586
10849,Sikkim,2022,2,west district,29184,4031393
10850,Sikkim,2022,2,east district,126666,4759136
10851,Sikkim,2022,2,north district,18793,4712822
10852,Sikkim,2022,3,south district,48673,4041078
10853,Sikkim,2022,3,west district,30513,4964725
10854,Sikkim,2022,3,east district,133152,5164204
10855,Sikkim,2022,3,north district,19687,4578529
10856,Sikkim,2022,4,south district,50716,2045443
10857,Sikkim,2022,4,west district,31605,1253670
10858,Sikkim,2022,4,east district,139175,4859711
10859,Sikkim,2022,4,north district,20472,790040
10860,Tamil Nadu,2018,1,tiruchirappalli district,62230,0
10861,Tamil Nadu,2018,1,ramanathapuram district,14636,0
10862,Tamil Nadu,2018,1,krishnagiri district,66958,0
10863,Tamil Nadu,2018,1,cuddalore district,43486,0
10864,Tamil Nadu,2018,1,kancheepuram district,136352,0
10865,Tamil Nadu,2018,1,tiruppur district,87652,0
10866,Tamil Nadu,2018,1,dharmapuri district,33682,0
10867,Tamil Nadu,2018,1,thoothukkudi district,25509,0
10868,Tamil Nadu,2018,1,thanjavur district,36258,0
10869,Tamil Nadu,2018,1,madurai district,72582,0
10870,Tamil Nadu,2018,1,tiruvannamalai district,40279,0
10871,Tamil Nadu,2018,1,salem district,88288,0
10872,Tamil Nadu,2018,1,nagapattinam district,15626,0
10873,Tamil Nadu,2018,1,tirupathur district,25242,0
10874,Tamil Nadu,2018,1,ariyalur district,9211,0
10875,Tamil Nadu,2018,1,chennai district,292004,0
10876,Tamil Nadu,2018,1,the nilgiris district,13351,0
10877,Tamil Nadu,2018,1,erode district,53761,0
10878,Tamil Nadu,2018,1,karur district,19098,0
10879,Tamil Nadu,2018,1,kallakkurichi district,20750,0
10880,Tamil Nadu,2018,1,viluppuram district,31546,0
10881,Tamil Nadu,2018,1,pudukkottai district,16067,0
10882,Tamil Nadu,2018,1,perambalur district,8476,0
10883,Tamil Nadu,2018,1,coimbatore district,170306,0
10884,Tamil Nadu,2018,1,virudhunagar district,27079,0
10885,Tamil Nadu,2018,1,dindigul district,34025,0
10886,Tamil Nadu,2018,1,sivaganga district,16919,0
10887,Tamil Nadu,2018,1,tenkasi district,15000,0
10888,Tamil Nadu,2018,1,chengalpattu district,215210,0
10889,Tamil Nadu,2018,1,kanniyakumari district,28347,0
10890,Tamil Nadu,2018,1,tirunelveli district,28006,0
10891,Tamil Nadu,2018,1,thiruvallur district,215622,0
10892,Tamil Nadu,2018,1,theni district,18253,0
10893,Tamil Nadu,2018,1,ranipet district,31107,0
10894,Tamil Nadu,2018,1,namakkal district,38529,0
10895,Tamil Nadu,2018,1,vellore district,42137,0
10896,Tamil Nadu,2018,1,thiruvarur district,11170,0
10897,Tamil Nadu,2018,2,tiruchirappalli district,91156,0
10898,Tamil Nadu,2018,2,ramanathapuram district,22157,0
10899,Tamil Nadu,2018,2,krishnagiri district,96842,0
10900,Tamil Nadu,2018,2,cuddalore district,63447,0
10901,Tamil Nadu,2018,2,kancheepuram district,188583,0
10902,Tamil Nadu,2018,2,tiruppur district,128535,0
10903,Tamil Nadu,2018,2,dharmapuri district,49703,0
10904,Tamil Nadu,2018,2,thoothukkudi district,38026,0
10905,Tamil Nadu,2018,2,thanjavur district,53239,0
10906,Tamil Nadu,2018,2,madurai district,105957,0
10907,Tamil Nadu,2018,2,tiruvannamalai district,58386,0
10908,Tamil Nadu,2018,2,salem district,126830,0
10909,Tamil Nadu,2018,2,nagapattinam district,23371,0
10910,Tamil Nadu,2018,2,tirupathur district,36233,0
10911,Tamil Nadu,2018,2,ariyalur district,14083,0
10912,Tamil Nadu,2018,2,chennai district,401349,0
10913,Tamil Nadu,2018,2,the nilgiris district,19063,0
10914,Tamil Nadu,2018,2,erode district,77385,0
10915,Tamil Nadu,2018,2,karur district,27639,0
10916,Tamil Nadu,2018,2,kallakkurichi district,30936,0
10917,Tamil Nadu,2018,2,viluppuram district,45050,0
10918,Tamil Nadu,2018,2,pudukkottai district,24385,0
10919,Tamil Nadu,2018,2,perambalur district,12343,0
10920,Tamil Nadu,2018,2,coimbatore district,244374,0
10921,Tamil Nadu,2018,2,virudhunagar district,40179,0
10922,Tamil Nadu,2018,2,dindigul district,50731,0
10923,Tamil Nadu,2018,2,sivaganga district,25789,0
10924,Tamil Nadu,2018,2,tenkasi district,22686,0
10925,Tamil Nadu,2018,2,chengalpattu district,292432,0
10926,Tamil Nadu,2018,2,kanniyakumari district,41038,0
10927,Tamil Nadu,2018,2,tirunelveli district,40760,0
10928,Tamil Nadu,2018,2,thiruvallur district,300210,0
10929,Tamil Nadu,2018,2,theni district,27112,0
10930,Tamil Nadu,2018,2,ranipet district,43481,0
10931,Tamil Nadu,2018,2,namakkal district,55375,0
10932,Tamil Nadu,2018,2,vellore district,60166,0
10933,Tamil Nadu,2018,2,thiruvarur district,17005,0
10934,Tamil Nadu,2018,3,tiruchirappalli district,119661,0
10935,Tamil Nadu,2018,3,ramanathapuram district,29985,0
10936,Tamil Nadu,2018,3,krishnagiri district,128769,0
10937,Tamil Nadu,2018,3,cuddalore district,84632,0
10938,Tamil Nadu,2018,3,kancheepuram district,239985,0
10939,Tamil Nadu,2018,3,tiruppur district,172195,0
10940,Tamil Nadu,2018,3,dharmapuri district,67318,0
10941,Tamil Nadu,2018,3,thoothukkudi district,50858,0
10942,Tamil Nadu,2018,3,thanjavur district,70116,0
10943,Tamil Nadu,2018,3,madurai district,138064,0
10944,Tamil Nadu,2018,3,tiruvannamalai district,77186,0
10945,Tamil Nadu,2018,3,salem district,164489,0
10946,Tamil Nadu,2018,3,nagapattinam district,32391,0
10947,Tamil Nadu,2018,3,tirupathur district,47975,0
10948,Tamil Nadu,2018,3,ariyalur district,19441,0
10949,Tamil Nadu,2018,3,chennai district,511138,0
10950,Tamil Nadu,2018,3,the nilgiris district,25275,0
10951,Tamil Nadu,2018,3,erode district,101492,0
10952,Tamil Nadu,2018,3,karur district,36648,0
10953,Tamil Nadu,2018,3,kallakkurichi district,42462,0
10954,Tamil Nadu,2018,3,viluppuram district,59484,0
10955,Tamil Nadu,2018,3,pudukkottai district,33467,0
10956,Tamil Nadu,2018,3,perambalur district,16465,0
10957,Tamil Nadu,2018,3,coimbatore district,318461,0
10958,Tamil Nadu,2018,3,virudhunagar district,53656,0
10959,Tamil Nadu,2018,3,dindigul district,68304,0
10960,Tamil Nadu,2018,3,sivaganga district,34866,0
10961,Tamil Nadu,2018,3,tenkasi district,30847,0
10962,Tamil Nadu,2018,3,chengalpattu district,368413,0
10963,Tamil Nadu,2018,3,kanniyakumari district,54637,0
10964,Tamil Nadu,2018,3,tirunelveli district,54056,0
10965,Tamil Nadu,2018,3,thiruvallur district,381620,0
10966,Tamil Nadu,2018,3,theni district,36969,0
10967,Tamil Nadu,2018,3,ranipet district,55677,0
10968,Tamil Nadu,2018,3,namakkal district,72500,0
10969,Tamil Nadu,2018,3,vellore district,77325,0
10970,Tamil Nadu,2018,3,thiruvarur district,23350,0
10971,Tamil Nadu,2018,4,tiruchirappalli district,160006,0
10972,Tamil Nadu,2018,4,ramanathapuram district,40421,0
10973,Tamil Nadu,2018,4,krishnagiri district,172743,0
10974,Tamil Nadu,2018,4,cuddalore district,114395,0
10975,Tamil Nadu,2018,4,kancheepuram district,318007,0
10976,Tamil Nadu,2018,4,tiruppur district,227253,0
10977,Tamil Nadu,2018,4,dharmapuri district,91253,0
10978,Tamil Nadu,2018,4,thoothukkudi district,67862,0
10979,Tamil Nadu,2018,4,thanjavur district,93638,0
10980,Tamil Nadu,2018,4,madurai district,183206,0
10981,Tamil Nadu,2018,4,tiruvannamalai district,105024,0
10982,Tamil Nadu,2018,4,salem district,215365,0
10983,Tamil Nadu,2018,4,nagapattinam district,44023,0
10984,Tamil Nadu,2018,4,tirupathur district,65372,0
10985,Tamil Nadu,2018,4,ariyalur district,26505,0
10986,Tamil Nadu,2018,4,chennai district,689276,0
10987,Tamil Nadu,2018,4,the nilgiris district,33617,0
10988,Tamil Nadu,2018,4,erode district,132294,0
10989,Tamil Nadu,2018,4,karur district,48725,0
10990,Tamil Nadu,2018,4,kallakkurichi district,59098,0
10991,Tamil Nadu,2018,4,viluppuram district,81637,0
10992,Tamil Nadu,2018,4,pudukkottai district,44937,0
10993,Tamil Nadu,2018,4,perambalur district,22429,0
10994,Tamil Nadu,2018,4,coimbatore district,415090,0
10995,Tamil Nadu,2018,4,virudhunagar district,71704,0
10996,Tamil Nadu,2018,4,dindigul district,90832,0
10997,Tamil Nadu,2018,4,sivaganga district,47194,0
10998,Tamil Nadu,2018,4,tenkasi district,41206,0
10999,Tamil Nadu,2018,4,chengalpattu district,483785,0
11000,Tamil Nadu,2018,4,kanniyakumari district,72179,0
11001,Tamil Nadu,2018,4,tirunelveli district,70740,0
11002,Tamil Nadu,2018,4,thiruvallur district,514830,0
11003,Tamil Nadu,2018,4,theni district,49911,0
11004,Tamil Nadu,2018,4,ranipet district,75577,0
11005,Tamil Nadu,2018,4,namakkal district,94773,0
11006,Tamil Nadu,2018,4,vellore district,103405,0
11007,Tamil Nadu,2018,4,thiruvarur district,31566,0
11008,Tamil Nadu,2019,1,tiruchirappalli district,193798,0
11009,Tamil Nadu,2019,1,ramanathapuram district,49864,0
11010,Tamil Nadu,2019,1,krishnagiri district,212859,0
11011,Tamil Nadu,2019,1,cuddalore district,138966,0
11012,Tamil Nadu,2019,1,kancheepuram district,385091,0
11013,Tamil Nadu,2019,1,tiruppur district,273869,0
11014,Tamil Nadu,2019,1,dharmapuri district,111273,0
11015,Tamil Nadu,2019,1,thoothukkudi district,82778,0
11016,Tamil Nadu,2019,1,thanjavur district,113549,0
11017,Tamil Nadu,2019,1,madurai district,224783,0
11018,Tamil Nadu,2019,1,tiruvannamalai district,129411,0
11019,Tamil Nadu,2019,1,salem district,257624,0
11020,Tamil Nadu,2019,1,nagapattinam district,54318,0
11021,Tamil Nadu,2019,1,tirupathur district,81010,0
11022,Tamil Nadu,2019,1,ariyalur district,32852,0
11023,Tamil Nadu,2019,1,chennai district,830586,0
11024,Tamil Nadu,2019,1,the nilgiris district,41312,0
11025,Tamil Nadu,2019,1,erode district,157469,0
11026,Tamil Nadu,2019,1,karur district,58673,0
11027,Tamil Nadu,2019,1,kallakkurichi district,73253,0
11028,Tamil Nadu,2019,1,viluppuram district,100564,0
11029,Tamil Nadu,2019,1,pudukkottai district,55252,0
11030,Tamil Nadu,2019,1,perambalur district,27434,0
11031,Tamil Nadu,2019,1,coimbatore district,495350,0
11032,Tamil Nadu,2019,1,virudhunagar district,87060,0
11033,Tamil Nadu,2019,1,dindigul district,109937,0
11034,Tamil Nadu,2019,1,sivaganga district,57822,0
11035,Tamil Nadu,2019,1,tenkasi district,50065,0
11036,Tamil Nadu,2019,1,chengalpattu district,578045,0
11037,Tamil Nadu,2019,1,kanniyakumari district,87667,0
11038,Tamil Nadu,2019,1,tirunelveli district,85506,0
11039,Tamil Nadu,2019,1,thiruvallur district,625908,0
11040,Tamil Nadu,2019,1,theni district,60522,0
11041,Tamil Nadu,2019,1,ranipet district,93392,0
11042,Tamil Nadu,2019,1,namakkal district,112549,0
11043,Tamil Nadu,2019,1,vellore district,126690,0
11044,Tamil Nadu,2019,1,thiruvarur district,39202,0
11045,Tamil Nadu,2019,2,tiruchirappalli district,229886,888105
11046,Tamil Nadu,2019,2,ramanathapuram district,60663,222299
11047,Tamil Nadu,2019,2,krishnagiri district,252986,1223317
11048,Tamil Nadu,2019,2,cuddalore district,165183,567420
11049,Tamil Nadu,2019,2,kancheepuram district,447527,2383830
11050,Tamil Nadu,2019,2,tiruppur district,324350,1411179
11051,Tamil Nadu,2019,2,dharmapuri district,131769,588276
11052,Tamil Nadu,2019,2,thoothukkudi district,99080,336066
11053,Tamil Nadu,2019,2,thanjavur district,136597,477643
11054,Tamil Nadu,2019,2,madurai district,268420,1069867
11055,Tamil Nadu,2019,2,tiruvannamalai district,154806,594681
11056,Tamil Nadu,2019,2,salem district,302033,1121130
11057,Tamil Nadu,2019,2,nagapattinam district,65797,235307
11058,Tamil Nadu,2019,2,tirupathur district,96362,392426
11059,Tamil Nadu,2019,2,ariyalur district,39587,147113
11060,Tamil Nadu,2019,2,chennai district,969955,5191213
11061,Tamil Nadu,2019,2,the nilgiris district,50589,237651
11062,Tamil Nadu,2019,2,erode district,185565,634853
11063,Tamil Nadu,2019,2,karur district,69047,236338
11064,Tamil Nadu,2019,2,kallakkurichi district,88699,312180
11065,Tamil Nadu,2019,2,viluppuram district,119969,483368
11066,Tamil Nadu,2019,2,pudukkottai district,66892,245413
11067,Tamil Nadu,2019,2,perambalur district,32787,111749
11068,Tamil Nadu,2019,2,coimbatore district,584160,2460549
11069,Tamil Nadu,2019,2,virudhunagar district,104054,348430
11070,Tamil Nadu,2019,2,dindigul district,131833,509924
11071,Tamil Nadu,2019,2,sivaganga district,69744,264125
11072,Tamil Nadu,2019,2,tenkasi district,59877,196035
11073,Tamil Nadu,2019,2,chengalpattu district,667137,4350196
11074,Tamil Nadu,2019,2,kanniyakumari district,106688,357168
11075,Tamil Nadu,2019,2,tirunelveli district,102281,349486
11076,Tamil Nadu,2019,2,thiruvallur district,733978,3676621
11077,Tamil Nadu,2019,2,theni district,71870,254448
11078,Tamil Nadu,2019,2,ranipet district,109648,471102
11079,Tamil Nadu,2019,2,namakkal district,131560,435958
11080,Tamil Nadu,2019,2,vellore district,150242,706719
11081,Tamil Nadu,2019,2,thiruvarur district,47988,166776
11082,Tamil Nadu,2019,3,tiruchirappalli district,261919,3188576
11083,Tamil Nadu,2019,3,ramanathapuram district,68938,742215
11084,Tamil Nadu,2019,3,krishnagiri district,290478,4362654
11085,Tamil Nadu,2019,3,cuddalore district,187772,1968965
11086,Tamil Nadu,2019,3,kancheepuram district,503192,9099325
11087,Tamil Nadu,2019,3,tiruppur district,371296,5086753
11088,Tamil Nadu,2019,3,dharmapuri district,149491,1988881
11089,Tamil Nadu,2019,3,thoothukkudi district,112797,1169932
11090,Tamil Nadu,2019,3,thanjavur district,156723,1899755
11091,Tamil Nadu,2019,3,madurai district,305793,3683037
11092,Tamil Nadu,2019,3,tiruvannamalai district,174910,2027981
11093,Tamil Nadu,2019,3,salem district,342259,3940685
11094,Tamil Nadu,2019,3,nagapattinam district,75279,792031
11095,Tamil Nadu,2019,3,tirupathur district,110825,1372746
11096,Tamil Nadu,2019,3,ariyalur district,44894,492736
11097,Tamil Nadu,2019,3,chennai district,1090190,18954685
11098,Tamil Nadu,2019,3,the nilgiris district,59223,743196
11099,Tamil Nadu,2019,3,erode district,210555,2276841
11100,Tamil Nadu,2019,3,karur district,78089,822025
11101,Tamil Nadu,2019,3,kallakkurichi district,101377,1058365
11102,Tamil Nadu,2019,3,viluppuram district,135787,1636429
11103,Tamil Nadu,2019,3,pudukkottai district,76291,853544
11104,Tamil Nadu,2019,3,perambalur district,37320,386355
11105,Tamil Nadu,2019,3,coimbatore district,669547,9707815
11106,Tamil Nadu,2019,3,virudhunagar district,118223,1273205
11107,Tamil Nadu,2019,3,dindigul district,151511,1791979
11108,Tamil Nadu,2019,3,sivaganga district,79695,896599
11109,Tamil Nadu,2019,3,tenkasi district,68561,651705
11110,Tamil Nadu,2019,3,chengalpattu district,744424,18193512
11111,Tamil Nadu,2019,3,kanniyakumari district,125378,1266941
11112,Tamil Nadu,2019,3,tirunelveli district,117255,1175307
11113,Tamil Nadu,2019,3,thiruvallur district,828137,13735986
11114,Tamil Nadu,2019,3,theni district,82211,845240
11115,Tamil Nadu,2019,3,ranipet district,123211,1585562
11116,Tamil Nadu,2019,3,namakkal district,148504,1602205
11117,Tamil Nadu,2019,3,vellore district,171770,2853368
11118,Tamil Nadu,2019,3,thiruvarur district,55010,563206
11119,Tamil Nadu,2019,4,tiruchirappalli district,299366,4026588
11120,Tamil Nadu,2019,4,ramanathapuram district,80027,961831
11121,Tamil Nadu,2019,4,krishnagiri district,335178,5693842
11122,Tamil Nadu,2019,4,cuddalore district,216583,2459744
11123,Tamil Nadu,2019,4,kancheepuram district,564806,11050988
11124,Tamil Nadu,2019,4,tiruppur district,427694,6111411
11125,Tamil Nadu,2019,4,dharmapuri district,171677,2525020
11126,Tamil Nadu,2019,4,thoothukkudi district,131336,1491277
11127,Tamil Nadu,2019,4,thanjavur district,181672,2336862
11128,Tamil Nadu,2019,4,madurai district,351234,4634811
11129,Tamil Nadu,2019,4,tiruvannamalai district,202112,2639455
11130,Tamil Nadu,2019,4,salem district,390301,4975680
11131,Tamil Nadu,2019,4,nagapattinam district,87998,989769
11132,Tamil Nadu,2019,4,tirupathur district,129026,1825987
11133,Tamil Nadu,2019,4,ariyalur district,52294,617517
11134,Tamil Nadu,2019,4,chennai district,1216610,22828193
11135,Tamil Nadu,2019,4,the nilgiris district,69335,970095
11136,Tamil Nadu,2019,4,erode district,242324,2893474
11137,Tamil Nadu,2019,4,karur district,89726,1036381
11138,Tamil Nadu,2019,4,kallakkurichi district,118948,1382861
11139,Tamil Nadu,2019,4,viluppuram district,157860,2142547
11140,Tamil Nadu,2019,4,pudukkottai district,89251,1061296
11141,Tamil Nadu,2019,4,perambalur district,43804,494635
11142,Tamil Nadu,2019,4,coimbatore district,767480,12267898
11143,Tamil Nadu,2019,4,virudhunagar district,136782,1588707
11144,Tamil Nadu,2019,4,dindigul district,177010,2388757
